timestamp,mid,spread,spread_change,imbalance,trade_count
1783881334558893,64082.795,0.010000000002037268,0.0,0.9949616488263139,2
1783881335558838,64082.795,0.010000000002037268,0.0,0.9949999028310706,1
1783881336559189,64082.795,0.010000000002037268,0.0,0.9950246929525409,4
1783881337560050,64082.795,0.010000000002037268,0.0,0.995032444616077,2
1783881338561216,64082.795,0.010000000002037268,0.0,0.9973938664205223,10
1783881339561850,64082.795,0.010000000002037268,0.0,0.9971445854136048,17
1783881340562361,64082.795,0.010000000002037268,0.0,0.9971445140358717,6
1783881341562447,64082.795,0.010000000002037268,0.0,0.9971232051367384,3
1783881342563279,64082.795,0.010000000002037268,0.0,0.9971170473587195,38
1783881343564409,64082.815,0.010000000002037268,0.0,0.9951942022790957,0
1783881344565315,64082.815,0.010000000002037268,0.0,0.9979661594560976,13
1783881345565630,64082.815,0.010000000002037268,0.0,0.9976250923811806,0
1783881346566753,64082.815,0.010000000002037268,0.0,0.9977135816317803,0
1783881347567445,64082.815,0.010000000002037268,0.0,0.9977135746199285,1
1783881348568474,64082.815,0.010000000002037268,0.0,0.9975737137786478,4
1783881349569278,64082.815,0.010000000002037268,0.0,0.9975663221512048,1
1783881350570160,64082.815,0.010000000002037268,0.0,0.9943253725250051,3
1783881351570605,64082.815,0.010000000002037268,0.0,0.9727180728281654,3
1783881352570650,64082.815,0.010000000002037268,0.0,0.9943226125524087,16
1783881353571358,64082.815,0.010000000002037268,0.0,0.9945833100888621,1
1783881354572619,64082.815,0.010000000002037268,0.0,0.994179485496674,3
1783881355573634,64082.815,0.010000000002037268,0.0,0.9940425950081914,0
1783881356574506,64082.815,0.010000000002037268,0.0,0.9944627989289135,1
1783881357575798,64082.815,0.010000000002037268,0.0,0.9944519695810938,1
1783881358576225,64082.815,0.010000000002037268,0.0,0.9947202382896536,3
1783881359576832,64082.815,0.010000000002037268,0.0,0.9764393285518917,1
1783881360577284,64082.815,0.010000000002037268,0.0,0.9790904719530497,3
1783881361577798,64082.815,0.010000000002037268,0.0,0.9943509179084926,2
1783881362578443,64082.815,0.010000000002037268,0.0,0.9941299663299663,3
1783881363579474,64082.815,0.010000000002037268,0.0,0.9943848606790708,7
1783881364579971,64082.815,0.010000000002037268,0.0,0.9967992187557957,15
1783881365580561,64082.815,0.010000000002037268,0.0,0.9888809811778193,124
1783881366581727,64082.815,0.010000000002037268,0.0,0.9920346549849847,39
1783881367582430,64082.815,0.010000000002037268,0.0,0.9939343539201942,103
1783881368583215,64082.815,0.010000000002037268,0.0,0.9972470696910675,86
1783881369584446,64082.825,0.010000000002037268,0.0,0.9979842258555844,263
1783881370584666,64082.854999999996,0.010000000002037268,0.0,0.9789046628431496,139
1783881371584895,64082.884999999995,0.010000000002037268,0.0,0.9961221336227233,98
1783881372585333,64082.915,0.00999999999476131,0.0,0.9829091695176181,123
1783881373586279,64082.935,0.010000000002037268,0.0,0.9873062962938216,104
